mode,opcode,subopcode,target,classification,basis
upd9002op_0f,0x0f,0x19,_test1_ea16_i4,implemented,second-byte-resolved
upd9002op_0f,0x0f,0x1a,_clr1_ea8_i3,implemented,second-byte-resolved
upd9002op_0f,0x0f,0x1b,_clr1_ea16_i4,implemented,second-byte-resolved
upd9002op_0f,0x0f,0x1c,_set1_ea8_i3,implemented,second-byte-resolved
upd9002op_0f,0x0f,0x1d,_set1_ea16_i4,implemented,second-byte-resolved
upd9002op_0f,0x0f,0x1e,_not1_ea8_i3,implemented,second-byte-resolved
upd9002op_0f,0x0f,0x1f,_not1_ea16_i4,implemented,second-byte-resolved
upd9002op_0f,0x0f,0x20,_add4s,implemented,second-byte-resolved
upd9002op_0f,0x0f,0x21,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x22,_sub4s,implemented,second-byte-resolved
upd9002op_0f,0x0f,0x23,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x24,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x25,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x26,_cmp4s,implemented,second-byte-resolved
upd9002op_0f,0x0f,0x27,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x28,_rol4_ea8,implemented,second-byte-resolved
upd9002op_0f,0x0f,0x29,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x2a,_ror4_ea8,implemented,second-byte-resolved
upd9002op_0f,0x0f,0x2b,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x2c,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x2d,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x2e,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x2f,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x30,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x31,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x32,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x33,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x34,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x35,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x36,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x37,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x38,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x39,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x3a,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x3b,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x3c,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x3d,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x3e,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x3f,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x40,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x41,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x42,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x43,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x44,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x45,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x46,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x47,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x48,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x49,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x4a,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x4b,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x4c,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x4d,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x4e,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x4f,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x50,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x51,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x52,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x53,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x54,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x55,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x56,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x57,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x58,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x59,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x5a,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x5b,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x5c,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x5d,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x5e,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x5f,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x60,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x61,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x62,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x63,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x64,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x65,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x66,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x67,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x68,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x69,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x6a,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x6b,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x6c,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x6d,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x6e,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x6f,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x70,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x71,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x72,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x73,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x74,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x75,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x76,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x77,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x78,_reserved_0x0f,known_target_gap,second-byte-resolved
